#  an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)     dX(")       dX_er(")    dY(")       dY_er(")
   1971.50    0.029557    0.020000    0.463451    0.020000  -9.5064522   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.55    0.102260    0.020000    0.442033    0.020000  -9.5504143   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.60    0.163319    0.020000    0.404842    0.020000  -9.5934924   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.65    0.209993    0.020000    0.359505    0.020000  -9.6391623   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.70    0.231583    0.020000    0.299862    0.020000  -9.6908172   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.75    0.228240    0.020000    0.228426    0.020000  -9.7457415   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.80    0.208981    0.020000    0.160901    0.020000  -9.8081272   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.85    0.180781    0.020001    0.107183    0.020001  -9.8732928   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.90    0.142889    0.019982    0.069289    0.019982  -9.9375707   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.95    0.091439    0.020194    0.039525    0.020194  -9.9940581   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.00    0.029580    0.017223    0.018474    0.017223 -10.0461943   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.05   -0.032541    0.014859    0.012100    0.014859 -10.1016086   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.10   -0.083953    0.015010    0.018268    0.015010 -10.1624878   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.15   -0.124782    0.015000    0.042862    0.015000 -10.2234889   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.20   -0.162967    0.015000    0.092695    0.015000 -10.2853199   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.25   -0.186224    0.015000    0.155098    0.015000 -10.3481718   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.30   -0.191423    0.015000    0.214715    0.015000 -10.4132917   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.35   -0.179479    0.015000    0.264196    0.015000 -10.4760344   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.40   -0.149790    0.015000    0.304227    0.015000 -10.5389022   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.45   -0.104724    0.015000    0.340837    0.015000 -10.5934799   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.50   -0.051512    0.015000    0.374349    0.015000 -10.6414597   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.55    0.005028    0.015000    0.398409    0.015000 -10.6862118   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.60    0.055644    0.015000    0.406957    0.015000 -10.7336225   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.65    0.090814    0.015000    0.397079    0.015000 -10.7798796   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.70    0.113773    0.015000    0.367140    0.015000 -10.8300243   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.75    0.134318    0.015000    0.326101    0.015000 -10.8890339   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.80    0.154594    0.015000    0.280711    0.015000 -10.9502242   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.85    0.162141    0.015000    0.237445    0.015000 -11.0076291   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.90    0.155242    0.015000    0.202104    0.015000 -11.0674877   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.95    0.142951    0.015000    0.165834    0.015000 -11.1285842   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.00    0.125457    0.015000    0.126105    0.015000 -11.1869469   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.05    0.096791    0.015000    0.096001    0.015000 -11.2459757   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.10    0.058604    0.015000    0.084824    0.015000 -11.3034350   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.15    0.021341    0.015000    0.086363    0.015000 -11.3656376   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.20   -0.017006    0.015000    0.093073    0.015000 -11.4261608   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.25   -0.054042    0.015000    0.109834    0.015000 -11.4932763   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.30   -0.087470    0.015000    0.142348    0.015000 -11.5564768   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.35   -0.110711    0.015000    0.176685    0.015000 -11.6180090   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.40   -0.122793    0.015000    0.205670    0.015000 -11.6751573   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.45   -0.120536    0.015000    0.234456    0.015000 -11.7285311   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.50   -0.101494    0.015000    0.268001    0.015000 -11.7743959   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.55   -0.074233    0.015000    0.301831    0.015000 -11.8182574   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.60   -0.047079    0.015000    0.318872    0.015000 -11.8640930   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.65   -0.018262    0.015000    0.323489    0.015000 -11.9110865   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.70    0.013432    0.015000    0.329065    0.015000 -11.9619277   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.75    0.044874    0.015000    0.327923    0.015000 -12.0158065   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.80    0.068637    0.015000    0.311822    0.015000 -12.0725478   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.85    0.083130    0.015000    0.291755    0.015000 -12.1320100   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.90    0.094208    0.015000    0.276189    0.015000 -12.1936919   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.95    0.107414    0.015000    0.258535    0.015000 -12.2489824   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.00    0.113570    0.015000    0.230640    0.015000 -12.3007621   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.05    0.103138    0.015000    0.202665    0.015000 -12.3464326   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.10    0.087023    0.015000    0.181449    0.015000 -12.3943288   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.15    0.073798    0.015000    0.168514    0.015000 -12.4455654   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.20    0.053585    0.015000    0.165096    0.015000 -12.5006397   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.25    0.035272    0.015000    0.176832    0.015000 -12.5567829   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.30    0.025544    0.015000    0.185521    0.015000 -12.6134203   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.35    0.012144    0.015000    0.182850    0.015000 -12.6758034   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.40   -0.004191    0.015000    0.181146    0.015000 -12.7305268   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.45   -0.007481    0.015000    0.186840    0.015000 -12.7771580   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.50    0.003937    0.015000    0.198894    0.015000 -12.8158699   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.55    0.008596    0.015000    0.207976    0.015000 -12.8525872   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.60    0.008540    0.015000    0.207904    0.015000 -12.8892226   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.65    0.008552    0.015000    0.208003    0.015000 -12.9320985   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.70    0.008302    0.015000    0.208342    0.015000 -12.9755789   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.75    0.000795    0.015000    0.219233    0.015000 -13.0249543   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.80   -0.013251    0.015000    0.233973    0.015000 -13.0796543   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.85   -0.024547    0.015000    0.244193    0.015000 -13.1338736   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.90   -0.034402    0.015000    0.250985    0.015000 -13.1901462   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.95   -0.042424    0.015000    0.258078    0.015000 -13.2435600   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.00   -0.048711    0.015000    0.268876    0.015000 -13.2924656   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.05   -0.048882    0.015000    0.283793    0.015000 -13.3417647   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.10   -0.036124    0.015000    0.301883    0.015000 -13.3942672   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.15   -0.016039    0.015000    0.323908    0.015000 -13.4486222   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.20    0.010295    0.015000    0.338564    0.015000 -13.4998776   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.25    0.041724    0.015000    0.337197    0.015000 -13.5563653   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.30    0.069087    0.015000    0.318710    0.015000 -13.6109810   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.35    0.087345    0.015000    0.293917    0.015000 -13.6666482   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.40    0.103752    0.015000    0.272244    0.015000 -13.7165538   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.45    0.126361    0.015000    0.251696    0.015000 -13.7617821   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.50    0.141628    0.015000    0.228472    0.015000 -13.8025263   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.55    0.138680    0.015000    0.200594    0.015000 -13.8357336   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.60    0.129940    0.015000    0.172125    0.015000 -13.8709651   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.65    0.118910    0.015000    0.146535    0.015000 -13.9117167   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.70    0.096268    0.015000    0.123823    0.015000 -13.9539837   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.75    0.061238    0.015000    0.104896    0.015000 -14.0030932   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.80    0.016219    0.015000    0.094568    0.015000 -14.0587160   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.85   -0.034892    0.015000    0.100660    0.015000 -14.1152842   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.90   -0.078371    0.015000    0.123003    0.015000 -14.1717928   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.95   -0.116555    0.015000    0.155761    0.015000 -14.2238778   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.00   -0.142431    0.015000    0.194774    0.015000 -14.2741523   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.05   -0.153976    0.015000    0.240596    0.015000 -14.3232732   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.10   -0.154733    0.015000    0.286720    0.015000 -14.3780724   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.15   -0.142629    0.015000    0.327414    0.015000 -14.4300410   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.20   -0.121819    0.015000    0.360787    0.015000 -14.4855623   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.25   -0.092101    0.015000    0.391388    0.015000 -14.5465230   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.30   -0.049016    0.015000    0.421360    0.015000 -14.6082906   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.35   -0.000917    0.015000    0.435249    0.015000 -14.6676177   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.40    0.049585    0.015000    0.426497    0.015000 -14.7256536   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.45    0.104988    0.015000    0.402249    0.015000 -14.7745610   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.50    0.157583    0.015000    0.370359    0.015000 -14.8155045   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.55    0.202249    0.015000    0.333761    0.015000 -14.8582899   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.60    0.232009    0.015000    0.293010    0.015000 -14.9018379   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.65    0.239367    0.015000    0.242852    0.015000 -14.9435319   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.70    0.224667    0.015000    0.190156    0.015000 -14.9940021   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.75    0.198570    0.015000    0.145985    0.015000 -15.0534146   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.80    0.166309    0.015000    0.114320    0.015000 -15.1139172   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.85    0.122791    0.015000    0.091608    0.015000 -15.1744607   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.90    0.067387    0.015000    0.078564    0.015000 -15.2295294   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.95    0.001313    0.015000    0.073091    0.015000 -15.2840294   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.00   -0.070238    0.015000    0.082599    0.015000 -15.3339119   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.05   -0.133830    0.015000    0.114931    0.015000 -15.3852362   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.10   -0.185586    0.015000    0.167173    0.015000 -15.4358488   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.15   -0.222695    0.015000    0.232029    0.015000 -15.4848362   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.20   -0.235778    0.015000    0.298985    0.015000 -15.5381771   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.25   -0.219176    0.015000    0.361058    0.015000 -15.5981875   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.30   -0.179712    0.015000    0.410606    0.015000 -15.6562748   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.35   -0.132931    0.015000    0.449165    0.015000 -15.7167571   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.40   -0.073855    0.015000    0.476592    0.015000 -15.7698515   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.45    0.004735    0.015000    0.487940    0.015000 -15.8149886   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.50    0.088168    0.015000    0.479759    0.015000 -15.8522390   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.55    0.158358    0.015000    0.450730    0.015000 -15.8867537   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.60    0.212632    0.015000    0.408439    0.015000 -15.9221132   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.65    0.254395    0.015000    0.356396    0.015000 -15.9593558   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.70    0.279380    0.015000    0.296471    0.015000 -16.0092063   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.75    0.277342    0.015000    0.225488    0.015000 -16.0622794   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.80    0.249362    0.015000    0.151616    0.015000 -16.1192394   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.85    0.201576    0.015000    0.094880    0.015000 -16.1788169   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.90    0.141427    0.015000    0.058580    0.015000 -16.2353380   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.95    0.071953    0.015000    0.033183    0.015000 -16.2908967   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.00    0.001605    0.015000    0.025172    0.015000 -16.3508055   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.05   -0.066174    0.015000    0.040914    0.015000 -16.4069024   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.10   -0.132868    0.015000    0.071449    0.015000 -16.4643028   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.15   -0.184302    0.015000    0.110580    0.015000 -16.5300769   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.20   -0.216682    0.015000    0.164822    0.015000 -16.5925265   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.25   -0.226979    0.015000    0.233675    0.015000 -16.6547377   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.30   -0.218023    0.015000    0.311387    0.015000 -16.7168695   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.35   -0.198179    0.015000    0.376965    0.015000 -16.7746392   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.40   -0.165235    0.015000    0.417549    0.015000 -16.8313086   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.45   -0.109158    0.015000    0.447470    0.015000 -16.8795932   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.50   -0.045227    0.015000    0.473303    0.015000 -16.9185307   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.55    0.022689    0.015000    0.487602    0.015000 -16.9536396   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.60    0.096931    0.015000    0.478262    0.015000 -16.9878250   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.65    0.153645    0.015000    0.445144    0.015000 -17.0302670   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.70    0.194897    0.015000    0.401548    0.015000 -17.0754812   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.75    0.224028    0.015000    0.349724    0.015000 -17.1253852   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.80    0.234668    0.015000    0.283152    0.015000 -17.1818194   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.85    0.226621    0.015000    0.218008    0.015000 -17.2365229   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.90    0.207354    0.015000    0.165578    0.015000 -17.2935158   0.0001000    0.000000    0.001000    0.000000    0.001000
   1978.95    0.176054    0.015000    0.119468    0.015000 -17.3490078   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.00    0.138953    0.015000    0.085097    0.015000 -17.4017255   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.05    0.089515    0.015000    0.060397    0.015000 -17.4564119   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.10    0.031197    0.015000    0.053769    0.015000 -17.5108677   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.15   -0.016404    0.015000    0.070463    0.015000 -17.5627811   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.20   -0.062671    0.015000    0.100687    0.015000 -17.6162947   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.25   -0.105268    0.015000    0.131704    0.015000 -17.6727055   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.30   -0.137281    0.015000    0.173624    0.015000 -17.7309784   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.35   -0.151103    0.015000    0.217729    0.015000 -17.7869921   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.40   -0.152316    0.015000    0.258039    0.015000 -17.8382132   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.45   -0.146458    0.015000    0.300564    0.015000 -17.8807045   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.50   -0.126888    0.015000    0.341643    0.015000 -17.9224589   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.55   -0.089746    0.015000    0.377681    0.015000 -17.9585772   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.60   -0.038593    0.015000    0.401137    0.015000 -17.9929191   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.65    0.014232    0.015000    0.409257    0.015000 -18.0320439   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.70    0.057307    0.015000    0.410039    0.015000 -18.0709435   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.75    0.086843    0.015000    0.401061    0.015000 -18.1160436   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.80    0.105310    0.015000    0.384697    0.015000 -18.1670577   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.85    0.132375    0.015002    0.359756    0.015002 -18.2149463   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.90    0.133223    0.014953    0.320713    0.014953 -18.2613735   0.0001000    0.000000    0.001000    0.000000    0.001000
   1979.95    0.135820    0.015498    0.284892    0.015498 -18.3088356   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.00    0.141276    0.007843    0.255922    0.007843 -18.3543699   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.05    0.121167    0.001628    0.222057    0.001628 -18.4011864   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.10    0.089813    0.002027    0.197603    0.002027 -18.4451902   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.15    0.064553    0.002000    0.182809    0.002000 -18.4899262   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.20    0.042228    0.002000    0.179180    0.002000 -18.5343385   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.25    0.010715    0.002000    0.187431    0.002000 -18.5834384   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.30   -0.021245    0.002000    0.201935    0.002000 -18.6320898   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.35   -0.044845    0.002000    0.221565    0.002000 -18.6796403   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.40   -0.053337    0.002000    0.241004    0.002000 -18.7237601   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.45   -0.056049    0.002000    0.259099    0.002000 -18.7606258   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.50   -0.052946    0.002000    0.280986    0.002000 -18.7947057   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.55   -0.040757    0.002000    0.302138    0.002000 -18.8242694   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.60   -0.036287    0.002000    0.315188    0.002000 -18.8539539   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.65   -0.032101    0.002000    0.328548    0.002000 -18.8860331   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.70   -0.031237    0.002000    0.337256    0.002000 -18.9251780   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.75   -0.024114    0.002000    0.345788    0.002000 -18.9687738   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.80   -0.013519    0.002000    0.358754    0.002000 -19.0144288   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.85   -0.000471    0.002000    0.366791    0.002000 -19.0618806   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.90    0.021893    0.002000    0.373001    0.002000 -19.1070386   0.0001000    0.000000    0.001000    0.000000    0.001000
   1980.95    0.048046    0.002000    0.372951    0.002000 -19.1515143   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.00    0.071701    0.002000    0.359270    0.002000 -19.1947341   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.05    0.077802    0.002000    0.347137    0.002000 -19.2387059   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.10    0.089583    0.002000    0.330082    0.002000 -19.2795935   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.15    0.086594    0.002000    0.316407    0.002000 -19.3216865   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.20    0.089869    0.002000    0.303879    0.002000 -19.3712787   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.25    0.102183    0.002000    0.288554    0.002000 -19.4177779   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.30    0.097324    0.002000    0.269120    0.002000 -19.4675660   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.35    0.094033    0.002000    0.256842    0.002000 -19.5160571   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.40    0.091311    0.002000    0.241537    0.002000 -19.5599985   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.45    0.077657    0.002000    0.226409    0.002000 -19.6004148   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.50    0.067583    0.002000    0.209771    0.002000 -19.6302094   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.55    0.058813    0.002000    0.193671    0.002000 -19.6524912   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.60    0.033324    0.002000    0.185346    0.002000 -19.6799987   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.65    0.003392    0.002000    0.185051    0.002000 -19.7081474   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.70   -0.023568    0.002000    0.193912    0.002000 -19.7362889   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.75   -0.060807    0.002000    0.208791    0.002000 -19.7765453   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.80   -0.086079    0.002000    0.235495    0.002000 -19.8190264   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.85   -0.104870    0.002000    0.264795    0.002000 -19.8622097   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.90   -0.110883    0.002000    0.297878    0.002000 -19.9029524   0.0001000    0.000000    0.001000    0.000000    0.001000
   1981.95   -0.113169    0.002000    0.337779    0.002000 -19.9428746   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.00   -0.093708    0.002000    0.376346    0.002000 -19.9833445   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.05   -0.058702    0.002000    0.405684    0.002000 -20.0220564   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.10   -0.028697    0.002000    0.428546    0.002000 -20.0578018   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.15    0.016176    0.002000    0.440296    0.002000 -20.0985526   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.20    0.063678    0.002000    0.439277    0.002000 -20.1418917   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.25    0.108767    0.002000    0.429046    0.002000 -20.1860774   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.30    0.143518    0.002000    0.410488    0.002000 -20.2338023   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.35    0.174698    0.002000    0.378585    0.002000 -20.2814055   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.40    0.202483    0.002000    0.335195    0.002000 -20.3218089   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.45    0.225726    0.002000    0.284774    0.002000 -20.3601866   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.50    0.225640    0.002000    0.234874    0.002000 -20.3911845   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.55    0.210471    0.002000    0.184018    0.002000 -20.4181704   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.60    0.186295    0.002000    0.139257    0.002000 -20.4421145   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.65    0.146907    0.002000    0.101438    0.002000 -20.4717477   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.70    0.090850    0.002000    0.077164    0.002000 -20.5117045   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.75    0.026978    0.002000    0.068735    0.002000 -20.5525149   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.80   -0.036218    0.002000    0.078928    0.002000 -20.5941373   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.85   -0.092202    0.002000    0.099453    0.002000 -20.6357904   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.90   -0.143734    0.002000    0.138783    0.002000 -20.6808170   0.0001000    0.000000    0.001000    0.000000    0.001000
   1982.95   -0.185559    0.002000    0.194394    0.002000 -20.7262818   0.0001000    0.000000    0.001000    0.000000    0.001000
   1983.00   -0.203577    0.002000    0.258823    0.002000 -20.7724640   0.0001000    0.000000    0.001000    0.000000    0.001000
   1983.05   -0.209372    0.002000    0.319900    0.002000 -20.8207691   0.0001000    0.000000    0.001000    0.000000    0.001000
   1983.10   -0.189147    0.002000    0.386546    0.002000 -20.8766680   0.0001000    0.000000    0.001000    0.000000    0.001000
   1983.15   -0.165771    0.002000    0.446078    0.002000 -20.9293736   0.0001000    0.000000    0.001000    0.000000    0.001000
